"CODI","DENOMINACIÓ GENÈRICA","NOM","CORREU ELECTRÒNIC 1","CORREU ELECTRÒNIC 2","PÀGINA WEB","TITULAR","NIF","LOCALITAT","MUNICIPI","ADREÇA","CP","ILLA","TELEF1"
"07700106","EOEP","EQUIP ORIENTACIÓ EDUCATIVA I PSICOPEDAGÒGICA GENERAL MANACOR","eoepmanacor@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718178G","MANACOR","MANACOR","C/ DE LA RESIDÈNCIA, S/N","07500","MALLORCA","971550700"
"07700118","EOEP","EQUIP ORIENTACIÓ EDUCATIVA I PSICOPEDAGÒGICA GENERAL MENORCA","eoepmenorca@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S5700005A","MAÓ","MAÓ","AV. JOSEP MARIA QUADRADO, 33","07703","MENORCA","971350120"
"07700076","EOEP","EQUIP ORIENTACIÓ EDUCATIVA I PSICOPEDAGÒGICA GENERAL MENORCA -SUBSEU CIUTADELLA","eoepciutadella@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","NOAUTGEST","CIUTADELLA","CIUTADELLA","C/ MALLORCA, 67","07760","MENORCA","971481473"
"07700121","EOEP","EQUIP ORIENTACIÓ EDUCATIVA I PSICOPEDAGÒGICA GENERAL PALMA-1","eoeppalma1@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718180C","SON FERRIOL","PALMA","AV. DEL CID, 581","07198","MALLORCA","971427129"
"07700143","EOEP","EQUIP ORIENTACIÓ EDUCATIVA I PSICOPEDAGÒGICA GENERAL PALMA-2","eoeppalma2@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0718184E","PALMA","PALMA","C/ GREGORIO MARAÑON, S/N","07007","MALLORCA","971249904"
"07500567","EOEP","ORIENTADORA SERVEI D'ESCOLARITZACIÓ, TÍTOLS I LEGALITZACIONS","eoepserveiescolaritzacio@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","NOAUTGEST","PALMA","PALMA","C/ DEL TER, 16, 4T PLANTA","07009","MALLORCA","ext:63970"
"07500555","EOEP_DISOC","EOEP EQUIP D'AVALUACIÓ DIFICULTATS SOCIALITZACIÓ I COMUNICACIÓ EIVISSA I FORMENTERA","eadisoceivissa@educaib.eu","jrebassa@educaib.eu","","CONSELLERIA D'EDUCACIÓ","NOAUTGEST","EIVISSA","EIVISSA","VIA PÚNICA, 23","07800","EIVISSA","971306422"
"07700325","EOEP_DISOC","EOEP EQUIP D'AVALUACIÓ DIFICULTATS SOCIALITZACIÓ I COMUNICACIÓ MALLORCA","eadisoceducacio@educaib.eu","jrebassa@educaib.eu","","CONSELLERIA D'EDUCACIÓ","Q0700423G","PALMA","PALMA","C/ SALVÀ , 14","07013","MALLORCA",""
"07500543","EOEP_DISOC","EOEP EQUIP D'AVALUACIÓ DIFICULTATS SOCIALITZACIÓ I COMUNICACIÓ MENORCA","eadisocmenorca@educaib.eu","jrebassa@educaib.eu","","CONSELLERIA D'EDUCACIÓ","NOAUTGEST","MAÓ","MAÓ","AV JOSEP Mª QUADRADO, NÚM. 33","07703","MENORCA","971350120"
"07500385","EOEP_EAC","EOEP EQUIP D'ALTERACIÓNS DEL COMPORTAMENT EIVISSA-FORMENTERA","eaceivissa@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","NOAUTGEST","EIVISSA","EIVISSA","VIA PÚNICA, NÚM. 23","07800","EIVISSA","971310104"
"07700337","EOEP_EAC","EOEP EQUIP D'ALTERACIONS DEL COMPORTAMENT MALLORCA","eacmallorca@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0700094F","PALMA","PALMA","C/ SALVÁ, 14","07013","MALLORCA","971244976"
"07500397","EOEP_EAC","EOEP EQUIP D'ALTERACIÓNS DEL COMPORTAMENT MENORCA","eacmenorca@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","NOAUTGEST","MAÓ","MAÓ","AV DE JOSEP Mª QUADRADO, NÚM. 33 MAÓ i  C/ MALLORCA, 67 CIUTADELLA Subseu Ciutadella","07703","MENORCA","971353176"
"07700416","EOEP-EACI","EOEP EQUIP ESPECIALITZAT EN ALTES CAPACITATS INTEL•LECTUALS","eoepeaci@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","","PALMA","PALMA","C/ GREGORIO MARAÑÓN, S/N","07007","MALLORCA",""
"07500324","EOEP-EADIV","EOEP EQUIP D'ATENCIÓ DE LA DISCAPACITAT VISUAL EIVISSA","mapeba@once.es","eadivieivissa@educaib.eu","","CONSELLERIA D'EDUCACIÓ","NOAUTGEST","EIVISSA","EIVISSA","VIA ROMANA, 51","07800","EIVISSA","971301307"
"07700350","EOEP-EADIV","EOEP EQUIP D'ATENCIÓ DE LA DISCAPACITAT VISUAL MALLORCA","mapeba@once.es","eadivimallorca@educaib.eu","","CONSELLERIA D'EDUCACIÓ","Q0700423G","PALMA","PALMA","C/ MANACOR, 8","07006","MALLORCA","971775522"
"07500245","EOEP-EADIV","EOEP EQUIP D'ATENCIÓ DE LA DISCAPACITAT VISUAL MENORCA","mapeba@once.es","eadivimenorca@educaib.eu","","CONSELLERIA D'EDUCACIÓ","NOAUTGEST","MAÓ","MAÓ","BISBE SEVER, 11","07703","MENORCA","971357274"
"07700362","EOEP-ECLA","EOEP EQUIP ESPECÍFIC DE COMUNICACIÓ, LLENGUATGE I APRENENTATGE","ecla@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0700131F","PALMA","PALMA","C/ SALVÀ , 14","07013","MALLORCA",""
"07007191","EOI","ESCOLA OFICIAL D'IDIOMES  DE PALMA ANDREUCRESPÍ PLAZA","eoipalma@educaib.eu","","http://www.eoipalma.com","CONSELLERIA D'EDUCACIÓ","Q0768117D","PALMA","PALMA","C/ ARAGÓ, 59","07005","MALLORCA","971421314"
"07013097","EOI","ESCOLA OFICIAL D'IDIOMES DE CALVIÀ","eoicalvia@educaib.eu","","http://www.eoicalvia.com","CONSELLERIA D'EDUCACIÓ","Q0700410D","BENDINAT","CALVIÀ","AV.  ARQUITECTE FRANCESC CASAS, 13 (IES BENDINAT)","07181","MALLORCA","971700150"
"07015264","EOI","ESCOLA OFICIAL D'IDIOMES DE CIUTADELLA","eoiciutadella@educaib.eu","","http://www.eoimao.com","CONSELLERIA D'EDUCACIÓ","Q0700370J","CIUTADELLA","CIUTADELLA","C/ MALLORCA, 67 (IES JOSEP Mª QUADRADO)","07760","MENORCA","971381742"
"07012846","EOI","ESCOLA OFICIAL D'IDIOMES DE MANACOR","eoimanacor@educaib.eu","","http://www.eoimanacor.com","CONSELLERIA D'EDUCACIÓ","Q5750025H","MANACOR","MANACOR","RONDA INSTITUT, S/N( IES MOSSÈN ALCOVER)","07500","MALLORCA","971554152"
"07008478","EOI","ESCOLA OFICIAL D'IDIOMES DE MAÓ","eoimao@educaib.eu","","http://www.eoimao.com","CONSELLERIA D'EDUCACIÓ","Q0768289A","MAÓ","MAÓ","C/ FRANCESC F. ANDREU, 2- Apt. Correus 24 (IES CAP DE LLEVANT).","07703","MENORCA","971354328"
"07002373","EOI","ESCOLA OFICIAL D'IDIOMES D'EIVISSA","eoieivissa@educaib.eu","","http://www.eoi-eivissa.com","CONSELLERIA D'EDUCACIÓ","Q0768288C","EIVISSA","EIVISSA","CTRA.EIVISSA - SANT ANTONI, KM 1.2 (IES SA BLANCA DONA)","07800","EIVISSA","971314622"
"07012834","EOI","ESCOLA OFICIAL D'IDIOMES D'INCA","eoiinca@educaib.eu","","http://www.eoinca.com","CONSELLERIA D'EDUCACIÓ","Q0700371H","INCA","INCA","CTRA. PALMA-ALCÚDIA, S/N, (IES BERENGUER D'ANOIA)","07300","MALLORCA","971501812"
"07500521","EOI-EXTENS","AMPLIACIÓ EOI D'EIVISSA A SANT ANTONI DE PORTMANY","aeoisantantoni@educaib.eu","eoieivissa@educaib.eu","","CONSELLERIA D'EDUCACIÓ","NOAUTGEST","SANT ANTONI DE PORTMANY","SANT ANTONI DE PORTMANY","C/ DE LA ESTRELLA. NÚM. 17","07820","EIVISSA","971348423"
"07500439","EOI-EXTENS","AMPLIACIÓ EOI EIVISSA  A FORMENTERA","aeoiformentera@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","S0700016I","SANT FRANCESC","FORMENTERA","AV. 8 D'AGOST, S/N","07860","FORMENTERA","971323401"
"07500518","EOI-EXTENS","AMPLIACIÓ EOI INCA A ALCÙDIA","aeoialcudia@educaib.eu","","","CONSELLERIA D'EDUCACIÓ","NOAUTGEST","ALCÙDIA","ALCÚDIA","C/ ANTONI Mª ALCOVER, S/N","07400","MALLORCA","971548600"
"07013292","ESAD","ESCOLA SUPERIOR D'ART DRAMÀTIC DE LES ILLES BALEARS_ESADIB","esadib@educaib.eu","esadib@fesmae.com","http://www.esadib.com","CONSELLERIA D'EDUCACIÓ","NO CAL","PALMA","PALMA","CARRER MORER, 6","07001","MALLORCA","971713628"
"07008004","IES","ALBUHAIRA","iesalbuhaira@educaib.eu","","www.iesalbuhaira.cat","CONSELLERIA D'EDUCACIÓ","S0718151D","MURO","MURO","C/ MARIA I JOSEP, S/N","07440","MALLORCA","971860560"
"07007851","IES","ALCÚDIA","iesalcudia@educaib.eu","","http://www.iesalcudia.com","CONSELLERIA D'EDUCACIÓ","S0718156C","PORT D'ALCÚDIA","ALCÚDIA","C/ D'ANTONI M. ALCOVER, S/N","07400","MALLORCA","971548600"
"07007929","IES","ALGARB","iesalgarb@educaib.eu","","http://www.iesalgarb.es","CONSELLERIA D'EDUCACIÓ","S0718131F","SANT JORDI DE SES SALINES","SANT JOSEP DE SA TALAIA","C/ GUILLEM DE MONTGRÍ, S/N","07817","EIVISSA","971306866"
"07003894","IES","ANTONI MAURA","iesantonimaura@educaib.eu","","www.iesantonimaura.net","CONSELLERIA D'EDUCACIÓ","S0718022G","POLÍGON DE LLEVANT","PALMA","C/ PERÚ, 4","07007","MALLORCA","971242034"
"07007930","IES","ARXIDUC LLUÍS SALVADOR","iesarxiduc@educaib.eu","correu@iesarxiduc.net","http://www.iesarxiduc.net","CONSELLERIA D'EDUCACIÓ","S0718018E","PALMA","PALMA","C/ GILABERT DE CENTELLES, 12","07005","MALLORCA","971466391"
"07012962","IES","BALÀFIA","iesbalafia@educaib.eu","","http://www.iesbalafia.com","CONSELLERIA D'EDUCACIÓ","S0700044A","SANT LLORENÇ DE BALÀFIA","SANT JOAN DE LABRITJA","FINCA CAN XIC TONIÓ, S/N","07812","EIVISSA","971333489"
"07008338","IES","BALTASAR PORCEL","iesbaltasarporcel@educaib.eu","","http://www.iesbaltasarporcel.net","CONSELLERIA D'EDUCACIÓ","S0718127D","ANDRATX","ANDRATX","C/ SON PRIM, S/N","07150","MALLORCA","971136768"
"07008855","IES","BENDINAT","iesbendinat@educaib.eu","","http://www.iesbendinat.net","CONSELLERIA D'EDUCACIÓ","Q0700430B","BENDINAT","CALVIÀ","AV. ARQUITECTE FRANCESC CASAS, 13","07181","MALLORCA","971402565"
"07001551","IES","BERENGUER D'ANOIA","iesberenguerdanoia@educaib.eu","","http://www.iesberenguer.net","CONSELLERIA D'EDUCACIÓ","S0718078I","INCA","INCA","CTRA. PALMA-ALCÚDIA, S/N","07300","MALLORCA","971501812"
"07008387","IES","BIEL MARTÍ","iesbielmarti@educaib.eu","","http://iesbielmarti.cat","CONSELLERIA D'EDUCACIÓ","S0718081C","FERRERIES","FERRERIES","AV. DE SON MORERA, S/N","07750","MENORCA","971374201"
"07013140","IES","BINISSALEM","iesbinissalem@educaib.eu","","http://www.iesbinissalem.net","CONSELLERIA D'EDUCACIÓ","S0700051F","BINISSALEM","BINISSALEM","C/ ANDREU POL ""Niuer"" BATLE, S/N","07350","MALLORCA","971886612"
"07007899","IES","CALVIÀ","iescalvia@educaib.eu","","http://www.iescalvia.com","CONSELLERIA D'EDUCACIÓ","S0718028D","SANTA PONÇA","CALVIÀ","AV. DE SON PILLO, 1","07180","MALLORCA","971690229"
"07015549","IES","CAN BALO","iescanbalo@educaib.eu","nurialopezroca70@gmail.com","https://redols.caib.es/c07015549/","CONSELLERIA D'EDUCACIÓ","S0700118C","PONT D'INCA","MARRATXÍ","C/ FRANCESC SALVÀ I PIZÀ, S/N","07141","MALLORCA","971128945"
"07008107","IES","CAN PEU BLANC","iescanpeublanc@educaib.eu","","http://www.iescanpeublanc.net","CONSELLERIA D'EDUCACIÓ","S0700025J","SA POBLA","SA POBLA","CAMÍ DE GAIETA, S/N","07420","MALLORCA","971540812"
"07007954","IES","CAP DE LLEVANT","iescapdellevant@educaib.eu","","www.iescapdellevant.org","CONSELLERIA D'EDUCACIÓ","S0718063A","MAÓ","MAÓ","C/ FRANCESC F. ANDREU, 2","07703","MENORCA","971353582"
"07008341","IES","CAPDEPERA","iescapdepera@educaib.eu","direccio@iescapdepera.com","http://www.iescapdepera.com","CONSELLERIA D'EDUCACIÓ","S0718193F","CAPDEPERA","CAPDEPERA","C/ DE LA MAR, S/N","07580","MALLORCA","971818203"
"07013383","IES","CENTRE DE TECNIFICACIÓ ESPORTIVA ILLES BALEARS","iescteib@educaib.eu","","http://www.iescteib.org","CONSELLERIA D'EDUCACIÓ","Q0700620H","PALMA","PALMA","C/ GREMI DELS FORNERS, 4","07009","MALLORCA","971433714"
"07008843","IES","CLARA HAMMERL","iesclarahammerl@educaib.eu","","http://www.iesportdepollensa.com","CONSELLERIA D'EDUCACIÓ","Q0700429D","PORT DE POLLENÇA","POLLENÇA","C/ ROGER DE FLOR, S/N","07470","MALLORCA","971866332"
"07008454","IES","DAMIÀ HUGUET","iesdamiahuguet@educaib.eu","","http://www.iesdamiahuguet.net","CONSELLERIA D'EDUCACIÓ","S0718199C","CAMPOS","CAMPOS","CAMÍ DES RAVELLAR, FINCA NA LLARGA","07630","MALLORCA","971160085"
"07008016","IES","EMILI DARDER","iesemilidarder@educaib.eu","","http://www.iesemilidarder.com","CONSELLERIA D'EDUCACIÓ","S0718060G","PALMA","PALMA","C/ SALVADOR DALÍ, 3","07011","MALLORCA","971457710"
"07007905","IES","FELANITX","iesfelanitx@educaib.eu","","www.iesfelanitx.org","CONSELLERIA D'EDUCACIÓ","S0768284B","FELANITX","FELANITX","CTRA. DE PETRA, S/N","07200","MALLORCA","971580497"
"07006470","IES","GUILLEM CIFRE DE COLONYA","iesguillemcifredecolonya@educaib.eu","","http://www.iesguillemcifre.cat","CONSELLERIA D'EDUCACIÓ","S0718132D","POLLENÇA","POLLENÇA","C/ MARE ALBERTA, S/N","07460","MALLORCA","971530115"
"07007917","IES","GUILLEM COLOM CASASNOVES","iesguillemcolomcasasnoves@educaib.eu","oeugenio@educaib.eu","http://www.iessoller.cat","CONSELLERIA D'EDUCACIÓ","S0718118C","SÓLLER","SÓLLER","AV. DE JULI RAMIS, 34","07100","MALLORCA","971633514"
"07006512","IES","GUILLEM SAGRERA","iesguillemsagrera@educaib.eu","","http://www.iesguillemsagrera.net","CONSELLERIA D'EDUCACIÓ","S0718086B","PALMA","PALMA","C/ SALVADOR DALÍ, 5","07011","MALLORCA","971285254"
"07015719","IES","IEDIB_INSTITUT D’ENSENYAMENTS A DISTÀNCIA DE LES ILLES BALEARS","iedib@educaib.eu","","www.iedib.net","CONSELLERIA D'EDUCACIÓ","S0700123C","PALMA","PALMA","C/ SALVÀ, 14, 2a i 4a PLANTA","07013","MALLORCA","690870249"
"07015835","IES","INCA","iesinca@educaib.eu","","https://redols.caib.es/c07015835/","CONSELLERIA D'EDUCACIÓ","S0700129J","INCA","INCA","C/ DE JOAN MIRÓ, 22","07300","MALLORCA","971881710"
"07001401","IES","ISIDOR MACABICH","iesisidormacabich@educaib.eu","iesisidormacabich@iesisidormacabich.es","http://www.iesisidormacabich.es","CONSELLERIA D'EDUCACIÓ","S0718117E","EIVISSA","EIVISSA","C/ SA BLANCA DONA, S/N (APARTAT CORREUS 811)","07800","EIVISSA","971314672"
"07003882","IES","JOAN ALCOVER","iesjoanalcover@educaib.eu","","http://www.iesjalcover.org","CONSELLERIA D'EDUCACIÓ","S0718128B","PALMA","PALMA","VIA ALEMANYA, 14","07003","MALLORCA","971290200"
"07007152","IES","JOAN MARIA THOMÀS","iesjoanmariathomas@educaib.eu","iesjmthomas@gmail.com","http://www.iesjmthomas.eu","CONSELLERIA D'EDUCACIÓ","S0718201G","PALMA","PALMA","C/ PABLO IGLESIAS, 93","07004","MALLORCA","971209620"
"07001964","IES","JOAN RAMIS I RAMIS","iesjoanramisiramis@educaib.eu","","http://www.iesjoanramis.org","CONSELLERIA D'EDUCACIÓ","S0718061E","MAÓ","MAÓ","AV. VIVES LLULL, 15","07703","MENORCA","971360133"
"07013164","IES","JOSEP FONT I TRIAS","iesjosepfontitrias@educaib.eu","","http://iesesporles.cat","CONSELLERIA D'EDUCACIÓ","S0700050H","ESPORLES","ESPORLES","C/ PUNTA DE SON QUINT, S/N","07190","MALLORCA","971611896"
"07007796","IES","JOSEP MARIA LLOMPART","iesjosepmariallompart@educaib.eu","administracio@iesllompart.cat","http://iesllompart.cat","CONSELLERIA D'EDUCACIÓ","S0718033D","PALMA","PALMA","C/ PEDAGOG JOAN CAPO, 2","07010","MALLORCA","971204601"
"07000832","IES","JOSEP MARIA QUADRADO","iesjosepmariaquadrado@educaib.eu","iesjosepmariaquadrado@gmail.com","http://www.iesjmquadrado.cat","CONSELLERIA D'EDUCACIÓ","S0718107F","CIUTADELLA","CIUTADELLA","C/ MALLORCA, 65","07760","MENORCA","971480237"
"07007607","IES","JOSEP MIQUEL GUÀRDIA","iesjosepmiquelguardia@educaib.eu","","http://www.iesjosepmiquelguardia.org","CONSELLERIA D'EDUCACIÓ","Q0768243H","ALAIOR","ALAIOR","AV. VERGE DEL TORO, 92","07730","MENORCA","971372744"
"07007747","IES","JOSEP SUREDA I BLANES","iesjosepsuredaiblanes@educaib.eu","","http://www.iesjosepsuredaiblanes.com","CONSELLERIA D'EDUCACIÓ","S0718011J","PALMA","PALMA","C/ JOAN COLL, 2","07008","MALLORCA","971278416"
"07013139","IES","LA RIBERA","ieslaribera@educaib.eu","","http://www.ieslaribera.net","CONSELLERIA D'EDUCACIÓ","Q0700496C","CAN PASTILLA","PALMA","C/ MARTINET, NÚM. 8","07610","MALLORCA","971264064"
"07006305","IES","LLORENÇ GARCIAS I FONT","iesllorencgarciasifont@educaib.eu","","http://www.arta-web.com/iesarta","CONSELLERIA D'EDUCACIÓ","S0768200H","ARTÀ","ARTÀ","C/ PERE AMORÓS ESTEVA, 4","07570","MALLORCA","971836334"
"07008511","IES","LLUCMAJOR","iesllucmajor@educaib.eu","","http://www.iesllucmajor.org","CONSELLERIA D'EDUCACIÓ","Q0768298B","LLUCMAJOR","LLUCMAJOR","C/ GRÀCIA, NÚM. 73","07620","MALLORCA","971660052"
"07007371","IES","MADINA MAYURCA","iesmadinamayurqa@educaib.eu","","http://www.iesmadinamayurqa.net","CONSELLERIA D'EDUCACIÓ","S0718087J","PALMA","PALMA","C/ MIQUEL ARCAS, 4","07010","MALLORCA","971757278"
"07002208","IES","MANACOR","iesmanacor@educaib.eu","","http://www.iesmanacor.org","CONSELLERIA D'EDUCACIÓ","S0768137B","MANACOR","MANACOR","C/ DE SES TAPARERES, 32","07500","MALLORCA","971551489"
"07007802","IES","MARC FERRER","iesmarcferrer@educaib.eu","","http://www.iesmarcferrer.cat","CONSELLERIA D'EDUCACIÓ","S0718037E","SANT FRANCESC","FORMENTERA","AV. 8 D'AGOST, 90","07860","FORMENTERA","971321222"
"07000844","IES","MARIA ÀNGELS CARDONA","iesmariaangelscardona@educaib.eu","","http://www.iesmacardona.cat","CONSELLERIA D'EDUCACIÓ","S0718098G","CIUTADELLA","CIUTADELLA","RONDA DE BALEARS, S/N","07760","MENORCA","971380166"
"07008818","IES","MARRATXÍ","iesmarratxi@educaib.eu","","http://www.iesmarratxi.org","CONSELLERIA D'EDUCACIÓ","S0700037E","SON RAMONELL","MARRATXÍ","C/ DE L'ARBRE DE LA CIÈNCIA, 1","07141","MALLORCA","971226622"
"07002191","IES","MOSSÈN ALCOVER","iesmossenalcover@educaib.eu","","http://www.iesmossenalcover.es","CONSELLERIA D'EDUCACIÓ","S0768252I","MANACOR","MANACOR","RONDA DE L'INSTITUT, S/N","07500","MALLORCA","971551193"
"07015847","IES","NOU LLEVANT","iesnoullevant@educaib.eu","","www.iesnoullevant.es","CONSELLERIA D'EDUCACIÓ","S0700127D","POLÍGON DE LLEVANT","PALMA","C/ CARACAS, 6","07007","MALLORCA","971278150"
"07001940","IES","PASQUAL CALBÓ I CALDÉS","iespasqualcalbo@educaib.eu","","http://www.iespasqualcalbo.com","CONSELLERIA D'EDUCACIÓ","S0718165D","MAÓ","MAÓ","C/ FRANCESC F. ANDREU, 1","07703","MENORCA","971369390"
"07003869","IES","POLITÈCNIC","iespolitecnic@educaib.eu","","http://www.iespolitecnic.cat","CONSELLERIA D'EDUCACIÓ","Q0768180B","PALMA","PALMA","C/ MENORCA, 1","07011","MALLORCA","971731247"
"07013152","IES","PORRERES","iesporreres@educaib.eu","","www.iesporreres.es","CONSELLERIA D'EDUCACIÓ","S0700053B","PORRERES","PORRERES","CTRA. DE MONTUÏRI, S/N","07260","MALLORCA","971168590"
"07013590","IES","PORT D'ALCÚDIA","iesportdalcudia@educaib.eu","","http://www.iesportdalcudia.org","CONSELLERIA D'EDUCACIÓ","S0700076C","PORT D'ALCÚDIA","ALCÚDIA","C/ BISBE PONT S/N","07410","MALLORCA","971547246"
"07013371","IES","PORTO CRISTO","iesportocristo@educaib.eu","","http://www.iesportocristo.net","CONSELLERIA D'EDUCACIÓ","S0700070F","PORTO CRISTO","MANACOR","CTRA. PORTO CRISTO SON SERVERA, S/N","07680","MALLORCA","971820432"
"07008375","IES","PUIG DE SA FONT","iespuigdesafont@educaib.eu","","http://iespuigdesafont.cat","CONSELLERIA D'EDUCACIÓ","S0718183G","SON SERVERA","SON SERVERA","C/ DE SA CONILLERA, 2","07550","MALLORCA","971817396"
"07007553","IES","QUARTÓ DE PORTMANY","iesquartodeportmany@educaib.eu","","http://www.iesquartodeportmany.es","CONSELLERIA D'EDUCACIÓ","S0718034B","SANT ANTONI DE PORTMANY","SANT ANTONI DE PORTMANY","CAMÍ DE CAS RAMONS, 4","07820","EIVISSA","971343101"
"07015410","IES","QUARTÓ DEL REI","iesquartodelrei@educaib.eu","quartodelrei@gmail.com","http://iesquartodelrei.eduwebs.caib.es/","CONSELLERIA D'EDUCACIÓ","O0700689C","SANTA EULÀRIA DES RIU","SANTA EULÀRIA DES RIU","C/ RAFAEL SAINZ DE LA CUESTA, NÚM. 5","07840","EIVISSA","871113552"
"07003870","IES","RAMON LLULL","iesramonllull@educaib.eu","","http://www.iesramonllull.net","CONSELLERIA D'EDUCACIÓ","Q0768054I","PALMA","PALMA","VIA PORTUGAL, 2","07012","MALLORCA","971763100"
"07006299","IES","SA BLANCA DONA","iessablancadona@educaib.eu","","http://www.iessablancadona.cat","CONSELLERIA D'EDUCACIÓ","S0718116G","EIVISSA","EIVISSA","CTRA. DE SANT ANTONI, KM. 1,2","07800","EIVISSA","971310862"
"07008089","IES","SA COLOMINA","iessacolomina@educaib.eu","","http://www.iessacolomina.es","CONSELLERIA D'EDUCACIÓ","S0700026H","EIVISSA","EIVISSA","C/ VICENT SERRA ORVAY, 40","07800","EIVISSA","971316209"
"07014144","IES","SA SERRA","iessaserra@educaib.eu","iessaserra@iessaserra.cat","http://www.iessaserra.cat","CONSELLERIA D'EDUCACIÓ","S0700101I","SANT ANTONI DE PORTMANY","SANT ANTONI DE PORTMANY","CAMÍ DE BENIMUSSA, NÚM. 7","07820","EIVISSA","971348423"
"07008867","IES","SANT AGUSTÍ","iessantagusti@educaib.eu","","http://www.iessantagusti.es","CONSELLERIA D'EDUCACIÓ","Q0700431J","SANT AGUSTÍ DES VEDRÀ","SANT JOSEP DE SA TALAIA","FINCA DAVALL ES POU, S/N","07839","EIVISSA","971800636"
"07014879","IES","SANT MARÇAL","iessantmarcal@educaib.eu","iessantmarcal@gmail.com","www.iessantmarcal.com","CONSELLERIA D'EDUCACIÓ","S0700100A","SA CABANETA","MARRATXÍ","C/ PINTOR PERE SUREDA, NÚM 3","07141","MALLORCA","971784275"
"07008351","IES","SANTA MARGALIDA","iessantamargalida@educaib.eu","","http://www.iessantamargalida.org","CONSELLERIA D'EDUCACIÓ","S0728004C","SANTA MARGALIDA","SANTA MARGALIDA","CTRA. SANTA MARGALIDA-CAN PICAFORT, S/N","07450","MALLORCA","971784290"
"07014909","IES","SANTA MARIA","iessantamaria@educaib.eu","santamariaies@gmail.com","www.iessantamaria.net","CONSELLERIA D'EDUCACIÓ","S0700107F","SANTA MARIA DEL CAMÍ","SANTA MARIA DEL CAMÍ","AV. MARGALIDA CALAFAT, 5","07320","MALLORCA","971140979"
"07001371","IES","SANTA MARIA D'EIVISSA","iessantamariadeivissa@educaib.eu","","http://www.iessantamariadeivissa.com","CONSELLERIA D'EDUCACIÓ","S0718059I","EIVISSA","EIVISSA","AV. IGNASI WALLIS, 33","07800","EIVISSA","971191551"
"07008053","IES","SANTANYÍ","iessantanyi@educaib.eu","","http://www.iessantanyi.cat","CONSELLERIA D'EDUCACIÓ","S5700006I","SANTANYÍ","SANTANYÍ","C/ BERNAT VIDAL I THOMÀS, S/N","07650","MALLORCA","971642071"
"07008065","IES","S'ARENAL","iessarenal@educaib.eu","","http://www.iessarenal.net","CONSELLERIA D'EDUCACIÓ","S5700007G","S'ARENAL","LLUCMAJOR","CTRA. CAP BLANC, S/N","07600","MALLORCA","971443462"
"07007838","IES","SES ESTACIONS","iessesestacions@educaib.eu","sesestacions@gmail.com","http://www.iessesestacions.es","CONSELLERIA D'EDUCACIÓ","S0718006J","PALMA","PALMA","C/ MARQUÈS DE FONTSANTA, 12","07005","MALLORCA","971770267"
"07008481","IES","SINEU","iessineu@educaib.eu","","http://www.iessineu.net","CONSELLERIA D'EDUCACIÓ","S0700011J","SINEU","SINEU","CTRA. DE LLORET, S/N","07510","MALLORCA","971520268"
"07015859","IES","SON CLADERA","iessoncladera@educaib.eu","","www.iessoncladera.net","CONSELLERIA D'EDUCACIÓ","S0700126F","SON CLADERA","PALMA","CAMÍ DE SON CLADERA, 20","07009","MALLORCA","871114990"
"07008363","IES","SON FERRER","iessonferrer@educaib.eu","","http://www.iessonferrer.net","CONSELLERIA D'EDUCACIÓ","S0718188F","SON FERRER","CALVIÀ","C/ CÒNDOR, 9","07181","MALLORCA","971230470"
"07003845","IES","SON PACS","iessonpacs@educaib.eu","","http://www.iessonpacs.cat","CONSELLERIA D'EDUCACIÓ","S0718065F","SON SARDINA","PALMA","CTRA. DE SÓLLER, 13","07120","MALLORCA","971292050"
"07006925","IES","SON RULLAN","iessonrullan@educaib.eu","","http://www.sonrullan.net","CONSELLERIA EDUCACIO/MINISTERI DE DEFENSA","S0718094F","PALMA","PALMA","C/ ARQUEBISBE MIQUEL ROCA,10","07009","MALLORCA","971472243"
"07007759","IES","XARC","iesxarc@educaib.eu","iesxarc@gmail.com","http://www.iesxarc.es/","CONSELLERIA D'EDUCACIÓ","Q0768061D","SANTA EULÀRIA DES RIU","SANTA EULÀRIA DES RIU","C/ MARIÀ VILLANGÓMEZ, 2","07840","EIVISSA","971339500"
"07500798","SAED","SERVEI D'ATENCIÓ EDUCATIVA DOMICILIÀRIA EIVISSA I FORMENTERA","saed@dgpice.caib.es","","","CONSELLERIA D'EDUCACIÓ","NOAUTGEST","EIVISSA","EIVISSA","VIA PÚNICA, NÚM 23","07800","EIVISSA","971243433"
